
3.71,16.51,0.52,5.45,15.11,7.43,4.38,15.11,7.43,4.38,0.88,0.18,0.45,0.48,-0.45,-0.76,0.07,0.88,-0.48,0.07,0.88,-0.48,0.0252526,1

3.75,11.64,-1.09,4.34,9.51,6.64,4.58,9.51,6.64,4.58,0.85,0.20,0.49,0.53,-0.41,-0.74,0.05,0.89,-0.45,0.05,0.89,-0.45,0.1001428,1

3.78,8.35,-1.35,2.92,6.24,4.94,4.09,6.24,4.94,4.09,0.83,0.22,0.52,0.56,-0.36,-0.74,0.03,0.91,-0.42,0.03,0.91,-0.42,0.0164149,1

3.82,4.87,-0.10,-0.35,3.95,0.82,2.75,3.95,0.82,2.75,0.82,0.23,0.52,0.57,-0.33,-0.75,0.00,0.92,-0.40,0.00,0.92,-0.40,0.0081052,1

3.85,5.06,3.80,-1.01,6.34,-0.98,0.03,6.34,-0.98,0.03,0.83,0.24,0.50,0.55,-0.33,-0.77,-0.02,0.92,-0.40,-0.02,0.92,-0.40,0.0035031,1

3.89,5.57,2.51,-1.29,6.10,-0.72,1.10,6.10,-0.72,1.10,0.86,0.24,0.46,0.51,-0.34,-0.79,-0.03,0.91,-0.42,-0.03,0.91,-0.42,0.0149371,1

3.92,7.14,1.61,-1.16,7.14,-0.07,1.97,7.14,-0.07,1.97,0.89,0.22,0.39,0.45,-0.38,-0.81,-0.03,0.90,-0.43,-0.03,0.90,-0.43,0.0347077,1

3.96,8.86,0.62,-0.42,8.51,1.03,2.34,8.51,1.03,2.34,0.93,0.19,0.30,0.35,-0.42,-0.84,-0.03,0.89,-0.45,-0.03,0.89,-0.45,0.0596196,1

3.99,11.20,0.60,0.47,10.99,1.70,1.53,10.99,1.70,1.53,0.97,0.14,0.20,0.24,-0.46,-0.86,-0.03,0.88,-0.48,-0.03,0.88,-0.48,0.2691285,1

4.03,13.20,-0.13,2.05,13.06,2.81,0.39,13.06,2.81,0.39,0.99,0.07,0.10,0.12,-0.49,-0.86,-0.01,0.87,-0.49,-0.01,0.87,-0.49,0.0919301,1

4.06,14.43,-1.79,4.30,14.45,4.54,-0.78,14.45,4.54,-0.78,1.00,-0.01,-0.01,-0.01,-0.51,-0.86,-0.00,0.86,-0.51,-0.00,0.86,-0.51,0.0991820,1

4.10,13.84,-2.42,6.03,14.03,5.47,-2.69,14.03,5.47,-2.69,0.99,-0.07,-0.12,-0.14,-0.51,-0.85,-0.00,0.86,-0.52,-0.00,0.86,-0.52,0.0994170,1

4.14,12.57,-3.41,3.97,13.00,3.63,-1.81,13.00,3.63,-1.81,0.97,-0.12,-0.21,-0.24,-0.49,-0.84,-0.01,0.86,-0.51,-0.01,0.86,-0.51,0.0644069,1

4.17,10.69,-6.43,5.15,12.12,5.93,-0.00,12.12,5.93,-0.00,0.95,-0.15,-0.27,-0.30,-0.47,-0.83,-0.00,0.87,-0.49,-0.00,0.87,-0.49,0.0267066,1

4.21,9.83,-5.11,3.21,10.93,3.69,0.33,10.93,3.69,0.33,0.96,-0.14,-0.26,-0.29,-0.44,-0.85,0.01,0.89,-0.46,0.01,0.89,-0.46,0.0052828,1

4.24,9.97,-4.62,2.80,10.84,3.31,0.52,10.84,3.31,0.52,0.97,-0.13,-0.21,-0.25,-0.46,-0.85,0.01,0.88,-0.48,0.01,0.88,-0.48,0.0144611,1

4.28,9.79,10.07,6.52,7.31,0.50,-13.65,7.31,0.50,-13.65,0.97,-0.11,-0.20,-0.23,-0.43,-0.88,0.01,0.90,-0.44,0.01,0.90,-0.44,0.0101510,1

4.32,12.31,-3.50,1.50,12.81,1.42,0.31,12.81,1.42,0.31,0.98,-0.10,-0.18,-0.21,-0.37,-0.90,0.02,0.92,-0.39,0.02,0.92,-0.39,0.0224533,1

4.35,12.24,1.23,5.35,11.94,3.40,-5.09,11.94,3.40,-5.09,0.98,-0.09,-0.16,-0.19,-0.36,-0.92,0.03,0.93,-0.37,0.03,0.93,-0.37,0.0056609,1

4.39,10.49,2.06,3.80,10.14,2.01,-4.71,10.14,2.01,-4.71,0.99,-0.07,-0.13,-0.15,-0.37,-0.92,0.02,0.93,-0.37,0.02,0.93,-0.37,0.0074618,1

4.42,8.46,1.25,3.68,8.30,2.43,-3.47,8.30,2.43,-3.47,0.99,-0.06,-0.11,-0.13,-0.36,-0.93,0.02,0.93,-0.36,0.02,0.93,-0.36,0.0028497,1

4.46,9.56,2.07,3.48,9.34,2.01,-4.07,9.34,2.01,-4.07,0.99,-0.05,-0.09,-0.10,-0.36,-0.93,0.01,0.93,-0.36,0.01,0.93,-0.36,0.0039146,1

4.49,9.06,0.95,4.20,8.99,3.23,-3.07,8.99,3.23,-3.07,1.00,-0.04,-0.07,-0.08,-0.36,-0.93,0.01,0.93,-0.36,0.01,0.93,-0.36,0.0028715,1

4.53,9.80,1.55,3.67,9.70,2.63,-3.32,9.70,2.63,-3.32,1.00,-0.03,-0.06,-0.07,-0.35,-0.94,0.01,0.94,-0.35,0.01,0.94,-0.35,0.0026862,1

4.56,9.02,1.35,4.38,8.96,3.49,-3.14,8.96,3.49,-3.14,1.00,-0.02,-0.04,-0.05,-0.34,-0.94,0.00,0.94,-0.34,0.00,0.94,-0.34,0.0026159,1

4.60,9.30,1.55,4.48,9.28,3.62,-3.15,9.28,3.62,-3.15,1.00,-0.01,-0.03,-0.03,-0.32,-0.95,0.00,0.95,-0.32,0.00,0.95,-0.32,0.0040174,1

4.63,9.22,1.41,4.52,9.26,3.78,-2.70,9.26,3.78,-2.70,1.00,-0.01,0.00,-0.00,-0.31,-0.95,0.01,0.95,-0.31,0.01,0.95,-0.31,0.0057500,1

4.67,9.18,-0.21,4.28,9.26,4.05,-0.76,9.26,4.05,-0.76,1.00,-0.01,0.03,0.03,-0.29,-0.96,0.02,0.96,-0.29,0.02,0.96,-0.29,0.0060012,1

4.71,9.12,-0.54,3.48,9.19,3.35,0.06,9.19,3.35,0.06,1.00,-0.02,0.05,0.05,-0.27,-0.96,0.03,0.96,-0.27,0.03,0.96,-0.27,0.0047724,1

4.74,9.67,-0.82,2.58,9.68,2.54,0.81,9.68,2.54,0.81,1.00,-0.02,0.07,0.06,-0.26,-0.96,0.04,0.96,-0.26,0.04,0.96,-0.26,0.0024020,1

